lat,lon,label,cluster
34.45476151,69.20575714,enemy,1
34.54201889,69.30950928,enemy,4
34.52001953,69.17362976,enemy,3
34.75244904,69.13437653,enemy,0
34.53414917,69.18634033,enemy,3
34.83108902,69.13500977,enemy,0
34.34032059,69.14025116,enemy,1
34.54201889,69.30950928,enemy,4
34.50679016,69.14974976,enemy,3
34.57563019,69.18534851,enemy,3
34.56544876,69.74848175,enemy,2
34.54201889,69.30950928,enemy,4
34.83108902,69.13500977,enemy,0
34.5098381,69.16123199,enemy,3
34.35926819,69.13049316,enemy,1
34.56478882,69.20275879,enemy,3
34.57561111,69.2016983,enemy,3
34.53057098,69.16345215,enemy,3
34.47597122,69.12771606,enemy,3
34.54579163,69.23432159,enemy,3
34.5341301,69.20269012,enemy,3
34.85327148,69.13498688,enemy,0
34.51792145,69.1830368,enemy,3
34.85327148,69.13498688,enemy,0
34.5655899,69.25617981,enemy,4
34.54145813,69.10899353,enemy,3
34.53290176,69.15763855,enemy,3
34.52117157,69.34866333,enemy,4
34.51882172,69.18412781,enemy,3
34.52782822,69.18742371,enemy,3
34.75244904,69.13437653,enemy,0
34.55091858,69.2542038,enemy,4
34.58201981,69.1253891,enemy,3
34.54589844,69.15804291,enemy,3
34.75244904,69.13437653,enemy,0
34.53115082,69.19571686,enemy,3
34.5202713,69.34866333,enemy,4
34.53321075,69.21140289,enemy,3
34.58081818,69.29984283,enemy,4
34.516819,69.28531647,enemy,4
34.49655151,69.27776337,enemy,4
34.51667023,69.18332672,enemy,3
34.56206894,69.21257019,enemy,3
34.38615036,69.24693298,enemy,1
34.75244904,69.13437653,enemy,0
34.5598793,69.36952972,enemy,4
34.75244904,69.13437653,enemy,0
34.30233002,69.39048004,enemy,1
34.75244904,69.13437653,enemy,0
34.75244904,69.13437653,enemy,0
34.52972031,69.11876678,enemy,3
34.54201889,69.30950928,enemy,4
34.75244904,69.13437653,enemy,0
34.54219818,69.22559357,enemy,3
34.52896118,69.1383667,enemy,3
34.46118164,69.127388,enemy,3
34.53065109,69.0893631,enemy,3
34.75244904,69.13437653,enemy,0
34.75244904,69.13437653,enemy,0
34.52146912,69.21791077,enemy,3
34.35797882,69.01740265,enemy,1
34.72351074,69.83553314,enemy,2
34.53448868,69.27610779,enemy,4
34.51081848,69.07080841,enemy,3
34.60987091,69.69477844,enemy,2
34.45256042,69.13437653,enemy,3
34.32318115,69.14674377,enemy,1
34.62036896,69.34908295,enemy,4
34.46197128,69.20904541,enemy,3
34.51667023,69.18332672,enemy,3
34.51792145,69.1830368,enemy,3
34.51792145,69.1830368,enemy,3
34.59957886,69.75794983,enemy,2
34.54837036,69.29427338,enemy,4
34.59379959,68.95420074,enemy,3
34.52436066,69.05883789,enemy,3
34.79352951,69.24688721,enemy,0
34.54764938,69.19317627,enemy,3
34.52334976,69.17215729,enemy,3
34.60095978,69.67617035,enemy,2
34.6476593,69.25097656,enemy,4
34.78297043,69.23171234,enemy,0
34.52354431,69.17006683,enemy,3
34.52354431,69.17006683,enemy,3
34.49599075,69.32241058,enemy,4
34.43489838,69.20025635,enemy,1
34.52460861,69.29218292,enemy,4
34.54843903,69.26157379,enemy,4
34.49787903,69.31981659,enemy,4
34.53956985,69.09361267,enemy,3
34.55752945,69.40220642,enemy,4
34.55125046,69.20818329,enemy,3
34.62504959,69.282547,enemy,4
34.72079849,69.83659363,enemy,2
34.77930069,69.24320221,enemy,0
34.59333038,69.74698639,enemy,2
34.63417816,69.22039032,enemy,3
34.55755997,69.20710754,enemy,3
34.58023834,69.10249329,enemy,3
34.53065109,69.09262085,enemy,3
34.53067017,69.05448914,enemy,3
34.46575165,68.97059631,enemy,3
34.35380936,69.1652832,enemy,1
34.55580902,69.68669891,enemy,2
34.5439415,69.25829315,enemy,4
34.5351181,69.13622284,enemy,3
34.84738922,69.22897339,enemy,0
34.54653931,69.30299377,enemy,4
34.53594971,69.19069672,enemy,3
34.84944153,69.2264328,enemy,0
34.53815079,69.25615692,enemy,4
34.5593605,69.21365356,enemy,3
34.53906631,69.21349335,enemy,3
34.55316162,69.12970734,enemy,3
34.35918045,69.19573975,enemy,1
34.49419022,69.32241058,enemy,4
34.51794815,69.16342926,enemy,3
34.60734177,68.99454498,enemy,3
34.63393402,69.22037506,enemy,3
34.54201889,69.30623627,enemy,4
34.5393219,69.30513,enemy,4
34.53865814,69.18525696,enemy,3
34.54146576,69.30667877,enemy,4
34.5443306,69.23394775,enemy,3
34.53868866,69.21406555,enemy,3
34.83550644,69.17127991,enemy,0
34.49771118,69.35073853,enemy,4
34.86666107,69.21665955,enemy,0
34.55755997,69.20928955,enemy,3
34.53027344,69.18026733,enemy,3
34.54298782,69.27355194,enemy,4
34.46105957,69.21012878,enemy,3
34.3429184,69.21201324,enemy,1
34.3429184,69.21201324,enemy,1
34.56309891,69.37304688,enemy,4
34.3411293,69.20657349,enemy,1
34.78271103,69.84092712,enemy,2
34.36456299,69.21533203,enemy,1
34.63225174,69.28694153,enemy,4
34.45098877,69.47766113,enemy,4
34.52061081,69.09729767,enemy,3
34.53335953,69.18914032,enemy,3
34.53105927,69.18065643,enemy,3
34.53344727,69.67503357,enemy,2
34.34292221,69.21200562,enemy,1
34.52215958,68.99495697,enemy,3
34.55389404,69.24197388,enemy,4
34.53239822,69.1427536,enemy,3
34.51259232,69.11766052,enemy,3
34.53335953,69.0817337,enemy,3
34.57186127,69.27583313,enemy,4
34.35649109,69.18269348,enemy,1
34.54854965,69.20272064,enemy,3
34.52073288,69.09261322,enemy,3
34.54481888,69.26809692,enemy,4
34.47851181,69.4193573,enemy,4
34.54919815,69.35281372,enemy,4
34.5215683,69.15254211,enemy,3
34.50078964,69.18408966,enemy,3
34.54824829,69.33786774,enemy,4
34.54382706,69.29971313,enemy,4
34.54650116,69.31200409,enemy,4
34.54383087,69.29971313,enemy,4
34.84378815,69.15408325,enemy,0
34.55241013,69.72917938,enemy,2
34.52756882,69.23786926,enemy,4
34.56024933,69.36932373,enemy,4
34.56613159,69.39244843,enemy,4
34.69797516,69.32974243,enemy,0
34.84917068,69.23082733,enemy,0
34.52136612,69.27239227,enemy,4
34.58839417,68.95965576,enemy,3
34.52707291,69.16799164,enemy,3
34.84438705,69.15390778,enemy,0
34.39014435,69.17688751,enemy,1
34.51062393,69.23421478,enemy,3
34.49892044,69.22329712,enemy,3
34.65070724,69.79988098,enemy,2
34.58211899,68.93000031,enemy,3
34.85327148,69.13498688,enemy,0
34.53324509,69.18307495,enemy,3
34.55531311,69.20580292,enemy,3
34.49000549,69.15574646,enemy,3
34.55288696,69.2056427,enemy,3
34.39440918,69.15666199,enemy,1
34.5495491,69.13625336,enemy,3
34.52165604,69.0533905,enemy,3
34.54584503,69.20489502,enemy,3
34.57072067,69.36521912,enemy,4
34.52244949,69.17106628,enemy,3
34.55773163,68.95639801,enemy,3
34.48558426,69.21749115,enemy,3
34.40116882,69.18615723,enemy,1
34.57822418,69.72483063,enemy,2
34.52842331,69.16835022,enemy,3
34.34621048,69.35227966,enemy,1
34.58472061,69.11992645,enemy,3
34.52841568,69.16835022,enemy,3
34.52237701,69.20158386,enemy,3
34.51882553,69.17649078,enemy,3
34.54933929,69.26267242,enemy,4
34.49768448,69.3627243,enemy,4
34.51343918,69.16668701,enemy,3
34.52247238,69.15582275,enemy,3
34.5558548,69.14279175,enemy,3
34.82804108,69.24058533,enemy,0
34.59141922,69.76331329,enemy,2
34.43809509,69.76737213,enemy,2
34.51125336,69.00481415,enemy,3
34.51869965,69.53386688,enemy,4
34.53036118,69.11463165,enemy,3
34.53860855,69.21469116,enemy,3
34.65929031,69.19503021,enemy,0
34.52740097,69.31663513,enemy,4
34.54854584,69.20163727,enemy,3
34.54862595,69.21471405,enemy,3
34.52978134,69.18963623,enemy,3
34.36005783,69.21205902,enemy,1
34.58612061,69.34237671,enemy,4
34.76582336,69.23822021,enemy,0
34.36016083,69.21040344,enemy,1
34.53419876,69.19039917,enemy,3
34.53419876,69.19039917,enemy,3
34.53146362,69.17543793,enemy,3
34.34024811,69.19352722,enemy,1
34.34019852,69.1934967,enemy,1
34.81874084,69.24145508,enemy,0
34.64538956,69.78564453,enemy,2
34.53501129,69.21250153,enemy,3
34.71759796,69.77540588,enemy,2
34.51793671,69.19171906,enemy,3
34.49160004,69.26899719,enemy,4
34.35912323,69.22945404,enemy,1
34.52159882,69.13069916,enemy,3
34.35549927,69.21199799,enemy,1
34.51238632,69.53382874,enemy,4
34.51238632,69.53382874,enemy,4
34.54388428,69.26695251,enemy,4
34.52164459,69.07627106,enemy,3
34.54495239,69.19944763,enemy,3
34.59489441,69.25736237,enemy,4
34.3538208,69.16310883,enemy,1
34.56567383,69.21148682,enemy,3
34.34122467,69.13916779,enemy,1
34.5189209,69.10132599,enemy,3
34.52296829,69.35084534,enemy,4
34.54121399,69.22231293,enemy,3
34.51259995,69.10894775,enemy,3
34.54203796,69.30079651,enemy,4
34.33666992,69.04213715,enemy,1
34.36906433,69.21969604,enemy,1
34.53950882,69.21795654,enemy,3
34.61838913,69.71863556,enemy,2
34.50984955,69.15361023,enemy,3
34.50082779,69.15576935,enemy,3
34.52165604,69.05448151,enemy,3
34.56122971,69.49925232,enemy,4
34.52706909,69.05012512,enemy,3
34.51937103,69.3475647,enemy,4
34.35374832,69.21095276,enemy,1
34.39069748,69.22518921,enemy,1
34.49692535,69.31043243,enemy,4
34.5487175,68.96730042,enemy,3
34.58478546,68.95638275,enemy,3
34.52786636,69.16671753,enemy,3
34.52761459,69.2996521,enemy,4
34.6003952,68.99672699,enemy,3
34.37445831,69.22840881,enemy,1
34.37508774,69.22927856,enemy,1
34.58593369,69.77635956,enemy,2
34.81739426,69.11502838,enemy,0
34.63677597,69.7201004,enemy,2
34.31019974,69.38101196,enemy,1
34.60797501,69.71112823,enemy,2
34.51349258,69.12201691,enemy,3
34.44239426,69.80006409,enemy,2
34.50262833,69.15686035,enemy,3
34.6317215,69.26714325,enemy,4
34.75177765,69.2620697,enemy,0
34.59051132,69.7654953,enemy,2
34.52975845,69.08063507,enemy,3
34.75134277,69.26221466,enemy,0
34.75134277,69.26221466,enemy,0
34.49669647,69.32267761,enemy,4
34.606987,69.72529602,enemy,2
34.55989456,69.36734772,enemy,4
34.59643936,69.74128723,enemy,2
34.46108627,69.19706726,enemy,3
34.59444427,69.25627136,enemy,4
34.46108627,69.19706726,enemy,3
34.54297638,69.28553772,enemy,4
34.36639786,69.19684601,enemy,1
34.66463852,69.11842346,enemy,3
34.56116486,69.21147919,enemy,3
34.3367157,69.13916016,enemy,1
34.63679123,69.27385712,enemy,4
34.53643799,69.37051392,enemy,4
34.53672028,69.33868408,enemy,4
34.54841995,69.2724762,enemy,4
34.76472473,69.23673248,enemy,0
34.64517593,69.81837463,enemy,2
34.65240097,69.8301239,enemy,2
34.52872467,69.19613647,enemy,3
34.64517593,69.81837463,enemy,2
34.58680725,69.25667572,enemy,4
34.55292511,69.27358246,enemy,4
34.7693367,69.28085327,enemy,0
34.64971924,69.70000458,enemy,2
34.58930206,68.97274017,enemy,3
34.58930206,68.97274017,enemy,3
34.5487175,68.96730042,enemy,3
34.34212875,69.1359024,enemy,1
34.51895905,69.02506256,enemy,3
34.55492401,69.16458893,enemy,3
34.59922409,69.00436401,enemy,3
34.57570648,69.13083649,enemy,3
34.60192871,68.99454498,enemy,3
34.34297943,69.17722321,enemy,1
34.35918427,69.19573975,enemy,1
34.35918427,69.19573975,enemy,1
34.53053665,69.19178772,enemy,3
34.40884018,69.15777588,enemy,1
34.56762314,68.98410797,enemy,3
34.58479309,68.9890976,enemy,3
34.39983749,69.14252472,enemy,1
34.74308014,69.8739624,enemy,2
34.58272171,69.25623322,enemy,4
34.52165985,69.0435791,enemy,3
34.52449417,69.06267548,enemy,3
34.33393478,69.19351196,enemy,1
34.33393478,69.19351196,enemy,1
34.54291916,69.30951691,enemy,4
34.5134201,69.18084717,enemy,3
34.53058624,69.19462585,enemy,3
34.5837822,69.68366241,enemy,2
34.43863678,69.2780304,enemy,4
34.51886368,69.15471649,enemy,3
34.55568695,69.24742889,enemy,4
34.56936646,69.68136597,enemy,2
34.56667328,69.67916107,enemy,2
34.43953323,69.12953186,enemy,3
34.34658051,69.17940521,enemy,1
34.56232452,69.80121613,enemy,2
34.56232452,69.80121613,enemy,2
34.36006546,69.20661926,enemy,1
34.36006546,69.20661926,enemy,1
34.50986862,69.13617706,enemy,3
34.32585144,69.17175293,enemy,1
34.36545944,69.21750641,enemy,1
34.36608887,69.21783447,enemy,1
34.5539093,69.23434448,enemy,3
34.52783966,69.1852417,enemy,3
34.57015991,69.22457886,enemy,3
34.60953903,69.35121155,enemy,4
34.54578781,69.2375946,enemy,4
34.5402298,69.30296326,enemy,4
34.52579498,69.30509186,enemy,4
34.51883698,69.17541504,enemy,3
34.35871506,69.39147949,enemy,4
34.35871506,69.39147949,enemy,4
34.55773926,69.0294342,enemy,3
34.37716293,69.22949982,enemy,1
34.53239822,69.150383,enemy,3
34.52435684,69.0610199,enemy,3
34.54205322,69.29534149,enemy,4
34.78024673,69.240448,enemy,0
34.31506729,69.14237976,enemy,1
34.51983261,69.08716583,enemy,3
34.5198555,69.0435791,enemy,3
34.55847168,69.20492554,enemy,3
34.5198555,69.0435791,enemy,3
34.53772736,69.20597076,enemy,3
34.56655884,69.22020721,enemy,3
34.36005402,69.2131424,enemy,1
34.36907578,69.21316528,enemy,1
34.38546753,69.07940674,enemy,1
34.35915756,69.21096802,enemy,1
34.34171295,69.17982483,enemy,1
34.34171295,69.17982483,enemy,1
34.55120468,69.23433685,enemy,3
34.56621552,69.21192169,enemy,3
34.54178619,69.34885406,enemy,4
34.45398331,69.11104584,enemy,3
34.50279617,69.8028183,enemy,2
34.72143555,69.38345337,enemy,0
34.50279617,69.8028183,enemy,2
34.72135544,69.38335419,enemy,0
34.45759583,69.10124969,enemy,3
34.53422928,69.12422943,enemy,3
34.45759583,69.10124969,enemy,3
34.49930954,69.08448792,enemy,3
34.41053772,69.22415161,enemy,1
34.56114197,69.22346497,enemy,3
34.40422821,69.22304535,enemy,1
34.56213379,69.68457794,enemy,2
34.56234741,69.79794312,enemy,2
34.53594208,69.19397736,enemy,3
34.77081299,69.83755493,enemy,2
34.59269714,69.33424377,enemy,4
34.59269714,69.33424377,enemy,4
34.57287598,69.2180481,enemy,3
34.44974136,69.40823364,enemy,4
34.51255417,69.15251923,enemy,3
34.5017395,69.14814758,enemy,3
34.58929825,68.96183777,enemy,3
34.36061096,69.36104584,enemy,1
34.54380417,69.3160553,enemy,4
34.5392952,69.31604004,enemy,4
34.50625992,69.13616943,enemy,3
34.51936722,69.34864807,enemy,4
34.59162521,69.73061371,enemy,2
34.51408768,69.29851532,enemy,4
34.34658051,69.18048859,enemy,1
34.50347519,69.19608307,enemy,3
34.34658051,69.18048859,enemy,1
34.32315826,69.16304779,enemy,1
34.54965973,69.80763245,enemy,2
34.54690933,69.30026245,enemy,4
34.52805328,69.31109619,enemy,4
34.54561234,69.31388855,enemy,4
34.56584549,69.2124176,enemy,3
34.54354858,69.31012726,enemy,4
34.53622055,69.3021698,enemy,4
34.53622055,69.3021698,enemy,4
34.54965973,69.80763245,enemy,2
34.5305748,69.16563416,enemy,3
34.5300827,69.19223785,enemy,3
34.57352448,69.7413559,enemy,2
34.53032684,69.19231415,enemy,3
34.53243256,69.11769104,enemy,3
34.53243256,69.11769104,enemy,3
34.53004074,69.19217682,enemy,3
34.72044373,69.2697525,enemy,0
34.53004074,69.19217682,enemy,3
34.52576447,69.31707764,enemy,4
34.37088394,69.14813232,enemy,1
34.55076599,69.33325958,enemy,4
34.54959869,69.03969574,enemy,3
34.52022171,69.48838806,enemy,4
34.51244736,69.22333527,enemy,3
34.79356384,69.24674988,enemy,0
34.31978989,69.15266418,enemy,1
34.36361313,69.18781281,enemy,1
34.50808334,69.11765289,enemy,3
34.49082565,69.21021271,enemy,3
34.53145599,69.17871094,enemy,3
34.55101395,69.23989868,enemy,4
34.53384781,69.16516113,enemy,3
34.52033615,69.03929901,enemy,3
34.54575729,69.26099396,enemy,4
34.58832169,69.75479126,enemy,2
34.56396484,69.14607239,enemy,3
34.52244568,69.17324066,enemy,3
34.57200623,69.19950867,enemy,3
34.59647751,69.67067719,enemy,2
34.34207153,69.17939758,enemy,1
34.52125168,69.04748535,enemy,3
34.5287323,69.19178009,enemy,3
34.59427643,69.2033844,enemy,3
34.55260849,69.21115112,enemy,3
34.52909088,69.19297791,enemy,3
34.48101425,69.13394928,enemy,3
34.49327087,69.13974762,enemy,3
34.61442184,69.17997742,enemy,3
34.51264954,69.29785156,enemy,4
34.57200623,69.19950867,enemy,3
34.76495743,69.21855164,enemy,0
34.65444946,69.73552704,enemy,2
34.54399109,69.23323059,enemy,3
34.4453125,69.7674408,enemy,2
34.49982071,69.41677856,enemy,4
34.52412796,69.05535889,enemy,3
34.33934784,69.19351959,enemy,1
34.35435867,69.16420746,enemy,1
34.60570908,69.07987976,enemy,3
34.51242447,69.23423004,enemy,3
34.54867172,69.25523376,enemy,4
34.51205063,69.11840057,enemy,3
34.51210403,69.11845398,enemy,3
34.564888,69.6758728,enemy,2
34.55179596,69.20480347,enemy,3
34.57200623,69.19950867,enemy,3
34.59184265,69.62702179,enemy,2
34.54426193,69.26874542,enemy,4
34.35832214,69.16855621,enemy,1
34.57585144,69.72212219,enemy,2
34.56830215,69.18109894,enemy,3
